datetime,station,core,component,period,value,sensor_station
2021-11-13,MC221,no2,no2_24h,24h,27.0,karlmax
2021-11-13,MC221,no,no_24h,24h,44.0,karlmax
2021-11-13,MC221,nox,nox_24h,24h,94.0,karlmax
2021-11-12,MC221,pm10,pm10_24h,24h,27.0,karlmax
2021-11-12,MC221,pm2,pm2_24h,24h,21.0,karlmax
2021-11-12,MC221,no2,no2_24h,24h,29.0,karlmax
2021-11-12,MC221,no,no_24h,24h,19.0,karlmax
2021-11-12,MC221,nox,nox_24h,24h,58.0,karlmax
2021-11-11,MC221,pm10,pm10_24h,24h,31.0,karlmax
2021-11-11,MC221,pm2,pm2_24h,24h,22.0,karlmax
2021-11-11,MC221,no2,no2_24h,24h,39.0,karlmax
2021-11-11,MC221,no,no_24h,24h,49.0,karlmax
2021-11-11,MC221,nox,nox_24h,24h,113.0,karlmax
2021-11-10,MC221,pm10,pm10_24h,24h,31.0,karlmax
2021-11-10,MC221,pm2,pm2_24h,24h,21.0,karlmax
2021-11-10,MC221,no2,no2_24h,24h,38.0,karlmax
2021-11-10,MC221,no,no_24h,24h,41.0,karlmax
2021-11-10,MC221,nox,nox_24h,24h,101.0,karlmax
2021-11-09,MC221,pm10,pm10_24h,24h,22.0,karlmax
2021-11-09,MC221,pm2,pm2_24h,24h,15.0,karlmax
2021-11-09,MC221,no2,no2_24h,24h,34.0,karlmax
2021-11-09,MC221,no,no_24h,24h,24.0,karlmax
2021-11-09,MC221,nox,nox_24h,24h,70.0,karlmax
2021-11-08,MC221,pm10,pm10_24h,24h,15.0,karlmax
2021-11-08,MC221,pm2,pm2_24h,24h,9.0,karlmax
2021-11-08,MC221,no2,no2_24h,24h,25.0,karlmax
2021-11-08,MC221,no,no_24h,24h,16.0,karlmax
2021-11-08,MC221,nox,nox_24h,24h,49.0,karlmax
2021-11-07,MC221,pm10,pm10_24h,24h,12.0,karlmax
2021-11-07,MC221,pm2,pm2_24h,24h,8.0,karlmax
2021-11-07,MC221,no2,no2_24h,24h,13.0,karlmax
2021-11-07,MC221,no,no_24h,24h,5.0,karlmax
2021-11-07,MC221,nox,nox_24h,24h,20.0,karlmax
2021-11-06,MC221,pm10,pm10_24h,24h,16.0,karlmax
2021-11-06,MC221,pm2,pm2_24h,24h,11.0,karlmax
2021-11-06,MC221,no2,no2_24h,24h,17.0,karlmax
2021-11-06,MC221,no,no_24h,24h,7.0,karlmax
2021-11-06,MC221,nox,nox_24h,24h,27.0,karlmax
2021-11-05,MC221,pm10,pm10_24h,24h,15.0,karlmax
2021-11-05,MC221,pm2,pm2_24h,24h,10.0,karlmax
2021-11-05,MC221,no2,no2_24h,24h,23.0,karlmax
2021-11-05,MC221,no,no_24h,24h,13.0,karlmax
2021-11-05,MC221,nox,nox_24h,24h,42.0,karlmax
2021-11-04,MC221,pm10,pm10_24h,24h,23.0,karlmax
2021-11-04,MC221,pm2,pm2_24h,24h,18.0,karlmax
2021-11-04,MC221,no2,no2_24h,24h,20.0,karlmax
2021-11-04,MC221,no,no_24h,24h,14.0,karlmax
2021-11-04,MC221,nox,nox_24h,24h,41.0,karlmax
2021-11-03,MC221,pm10,pm10_24h,24h,22.0,karlmax
2021-11-03,MC221,pm2,pm2_24h,24h,15.0,karlmax
2021-11-03,MC221,no2,no2_24h,24h,31.0,karlmax
2021-11-03,MC221,no,no_24h,24h,21.0,karlmax
2021-11-03,MC221,nox,nox_24h,24h,64.0,karlmax
2021-11-02,MC221,pm10,pm10_24h,24h,25.0,karlmax
2021-11-02,MC221,pm2,pm2_24h,24h,17.0,karlmax
2021-11-02,MC221,no2,no2_24h,24h,35.0,karlmax
2021-11-02,MC221,no,no_24h,24h,28.0,karlmax
2021-11-02,MC221,nox,nox_24h,24h,78.0,karlmax
2021-11-01,MC221,pm10,pm10_24h,24h,28.0,karlmax
2021-11-01,MC221,pm2,pm2_24h,24h,20.0,karlmax
2021-11-01,MC221,no2,no2_24h,24h,34.0,karlmax
2021-11-01,MC221,no,no_24h,24h,18.0,karlmax
2021-11-01,MC221,nox,nox_24h,24h,62.0,karlmax
2022-01-01,MC221,pm10,pm10_24h,24h,26.0,karlmax
2022-01-01,MC221,pm2,pm2_24h,24h,19.0,karlmax
2022-01-01,MC221,no2,no2_24h,24h,18.0,karlmax
2022-01-01,MC221,no,no_24h,24h,7.0,karlmax
2022-01-01,MC221,nox,nox_24h,24h,29.0,karlmax
2021-12-31,MC221,pm10,pm10_24h,24h,12.0,karlmax
2021-12-31,MC221,pm2,pm2_24h,24h,8.0,karlmax
2021-12-31,MC221,no2,no2_24h,24h,14.0,karlmax
2021-12-31,MC221,no,no_24h,24h,8.0,karlmax
2021-12-31,MC221,nox,nox_24h,24h,26.0,karlmax
2021-12-30,MC221,pm10,pm10_24h,24h,18.0,karlmax
2021-12-30,MC221,pm2,pm2_24h,24h,14.0,karlmax
2021-12-30,MC221,no2,no2_24h,24h,25.0,karlmax
2021-12-30,MC221,no,no_24h,24h,18.0,karlmax
2021-12-30,MC221,nox,nox_24h,24h,52.0,karlmax
2021-12-29,MC221,pm10,pm10_24h,24h,24.0,karlmax
2021-12-29,MC221,pm2,pm2_24h,24h,20.0,karlmax
2021-12-29,MC221,no2,no2_24h,24h,39.0,karlmax
2021-12-29,MC221,no,no_24h,24h,34.0,karlmax
2021-12-29,MC221,nox,nox_24h,24h,91.0,karlmax
2021-12-28,MC221,pm10,pm10_24h,24h,47.0,karlmax
2021-12-28,MC221,pm2,pm2_24h,24h,41.0,karlmax
2021-12-28,MC221,no2,no2_24h,24h,33.0,karlmax
2021-12-28,MC221,no,no_24h,24h,12.0,karlmax
2021-12-28,MC221,nox,nox_24h,24h,51.0,karlmax
2021-12-27,MC221,pm10,pm10_24h,24h,49.0,karlmax
2021-12-27,MC221,pm2,pm2_24h,24h,41.0,karlmax
2021-12-27,MC221,no2,no2_24h,24h,36.0,karlmax
2021-12-27,MC221,no,no_24h,24h,10.0,karlmax
2021-12-27,MC221,nox,nox_24h,24h,51.0,karlmax
2021-12-26,MC221,pm10,pm10_24h,24h,28.0,karlmax
2021-12-26,MC221,pm2,pm2_24h,24h,24.0,karlmax
2021-12-26,MC221,no2,no2_24h,24h,37.0,karlmax
2021-12-26,MC221,no,no_24h,24h,14.0,karlmax
2021-12-26,MC221,nox,nox_24h,24h,58.0,karlmax
2021-12-25,MC221,pm10,pm10_24h,24h,13.0,karlmax
2021-12-25,MC221,pm2,pm2_24h,24h,9.0,karlmax
2021-12-25,MC221,no2,no2_24h,24h,44.0,karlmax
2021-12-25,MC221,no,no_24h,24h,23.0,karlmax
2021-12-25,MC221,nox,nox_24h,24h,78.0,karlmax
2021-12-24,MC221,pm10,pm10_24h,24h,15.0,karlmax
2021-12-24,MC221,pm2,pm2_24h,24h,12.0,karlmax
2021-12-24,MC221,no2,no2_24h,24h,25.0,karlmax
2021-12-24,MC221,no,no_24h,24h,14.0,karlmax
2021-12-24,MC221,nox,nox_24h,24h,47.0,karlmax
2021-12-23,MC221,pm10,pm10_24h,24h,35.0,karlmax
2021-12-23,MC221,pm2,pm2_24h,24h,28.0,karlmax
2021-12-23,MC221,no2,no2_24h,24h,36.0,karlmax
2021-12-23,MC221,no,no_24h,24h,28.0,karlmax
2021-12-23,MC221,nox,nox_24h,24h,78.0,karlmax
2021-12-22,MC221,pm10,pm10_24h,24h,30.0,karlmax
2021-12-22,MC221,pm2,pm2_24h,24h,22.0,karlmax
2021-12-22,MC221,no2,no2_24h,24h,35.0,karlmax
2021-12-22,MC221,no,no_24h,24h,25.0,karlmax
2021-12-22,MC221,nox,nox_24h,24h,73.0,karlmax
2021-12-21,MC221,pm10,pm10_24h,24h,23.0,karlmax
2021-12-21,MC221,pm2,pm2_24h,24h,16.0,karlmax
2021-12-21,MC221,no2,no2_24h,24h,34.0,karlmax
2021-12-21,MC221,no,no_24h,24h,21.0,karlmax
2021-12-21,MC221,nox,nox_24h,24h,66.0,karlmax
2021-12-20,MC221,pm10,pm10_24h,24h,14.0,karlmax
2021-12-20,MC221,pm2,pm2_24h,24h,9.0,karlmax
2021-12-20,MC221,no2,no2_24h,24h,32.0,karlmax
2021-12-20,MC221,no,no_24h,24h,20.0,karlmax
2021-12-20,MC221,nox,nox_24h,24h,63.0,karlmax
2021-12-19,MC221,pm10,pm10_24h,24h,9.0,karlmax
2021-12-19,MC221,pm2,pm2_24h,24h,7.0,karlmax
2021-12-19,MC221,no2,no2_24h,24h,16.0,karlmax
2021-12-19,MC221,no,no_24h,24h,5.0,karlmax
2021-12-19,MC221,nox,nox_24h,24h,24.0,karlmax
2021-12-18,MC221,pm10,pm10_24h,24h,11.0,karlmax
2021-12-18,MC221,pm2,pm2_24h,24h,8.0,karlmax
2021-12-18,MC221,no2,no2_24h,24h,25.0,karlmax
2021-12-18,MC221,no,no_24h,24h,13.0,karlmax
2021-12-18,MC221,nox,nox_24h,24h,45.0,karlmax
2021-12-17,MC221,pm10,pm10_24h,24h,18.0,karlmax
2021-12-17,MC221,pm2,pm2_24h,24h,13.0,karlmax
2021-12-17,MC221,no2,no2_24h,24h,23.0,karlmax
2021-12-17,MC221,no,no_24h,24h,8.0,karlmax
2021-12-17,MC221,nox,nox_24h,24h,35.0,karlmax
2021-12-16,MC221,pm10,pm10_24h,24h,20.0,karlmax
2021-12-16,MC221,pm2,pm2_24h,24h,14.0,karlmax
2021-12-16,MC221,no2,no2_24h,24h,33.0,karlmax
2021-12-16,MC221,no,no_24h,24h,17.0,karlmax
2021-12-16,MC221,nox,nox_24h,24h,59.0,karlmax
2021-12-15,MC221,pm10,pm10_24h,24h,22.0,karlmax
2021-12-15,MC221,pm2,pm2_24h,24h,17.0,karlmax
2021-12-15,MC221,no2,no2_24h,24h,27.0,karlmax
2021-12-15,MC221,no,no_24h,24h,19.0,karlmax
2021-12-15,MC221,nox,nox_24h,24h,56.0,karlmax
2021-12-14,MC221,pm10,pm10_24h,24h,23.0,karlmax
2021-12-14,MC221,pm2,pm2_24h,24h,17.0,karlmax
2021-12-14,MC221,no2,no2_24h,24h,33.0,karlmax
2021-12-14,MC221,no,no_24h,24h,24.0,karlmax
2021-12-14,MC221,nox,nox_24h,24h,69.0,karlmax
2021-12-13,MC221,pm10,pm10_24h,24h,20.0,karlmax
2021-12-13,MC221,pm2,pm2_24h,24h,16.0,karlmax
2021-12-13,MC221,no2,no2_24h,24h,36.0,karlmax
2021-12-13,MC221,no,no_24h,24h,57.0,karlmax
2021-12-13,MC221,nox,nox_24h,24h,122.0,karlmax
2021-12-12,MC221,pm10,pm10_24h,24h,28.0,karlmax
2021-12-12,MC221,pm2,pm2_24h,24h,23.0,karlmax
2021-12-12,MC221,no2,no2_24h,24h,28.0,karlmax
2021-12-12,MC221,no,no_24h,24h,14.0,karlmax
2021-12-12,MC221,nox,nox_24h,24h,49.0,karlmax
2021-12-11,MC221,pm10,pm10_24h,24h,28.0,karlmax
2021-12-11,MC221,pm2,pm2_24h,24h,24.0,karlmax
2021-12-11,MC221,no2,no2_24h,24h,34.0,karlmax
2021-12-11,MC221,no,no_24h,24h,22.0,karlmax
2021-12-11,MC221,nox,nox_24h,24h,68.0,karlmax
2021-12-10,MC221,pm10,pm10_24h,24h,45.0,karlmax
2021-12-10,MC221,pm2,pm2_24h,24h,39.0,karlmax
2021-12-10,MC221,no2,no2_24h,24h,31.0,karlmax
2021-12-10,MC221,no,no_24h,24h,30.0,karlmax
2021-12-10,MC221,nox,nox_24h,24h,77.0,karlmax
2021-12-09,MC221,pm10,pm10_24h,24h,43.0,karlmax
2021-12-09,MC221,pm2,pm2_24h,24h,37.0,karlmax
2021-12-09,MC221,no2,no2_24h,24h,27.0,karlmax
2021-12-09,MC221,no,no_24h,24h,20.0,karlmax
2021-12-09,MC221,nox,nox_24h,24h,58.0,karlmax
2021-12-08,MC221,pm10,pm10_24h,24h,35.0,karlmax
2021-12-08,MC221,pm2,pm2_24h,24h,29.0,karlmax
2021-12-08,MC221,no2,no2_24h,24h,25.0,karlmax
2021-12-08,MC221,no,no_24h,24h,11.0,karlmax
2021-12-08,MC221,nox,nox_24h,24h,41.0,karlmax
2021-12-07,MC221,pm10,pm10_24h,24h,31.0,karlmax
2021-12-07,MC221,pm2,pm2_24h,24h,27.0,karlmax
2021-12-07,MC221,no2,no2_24h,24h,24.0,karlmax
2021-12-07,MC221,no,no_24h,24h,10.0,karlmax
2021-12-07,MC221,nox,nox_24h,24h,40.0,karlmax
2021-12-06,MC221,pm10,pm10_24h,24h,30.0,karlmax
2021-12-06,MC221,pm2,pm2_24h,24h,25.0,karlmax
2021-12-06,MC221,no2,no2_24h,24h,28.0,karlmax
2021-12-06,MC221,no,no_24h,24h,13.0,karlmax
2021-12-06,MC221,nox,nox_24h,24h,47.0,karlmax
2021-12-05,MC221,pm10,pm10_24h,24h,37.0,karlmax
2021-12-05,MC221,pm2,pm2_24h,24h,32.0,karlmax
2021-12-05,MC221,no2,no2_24h,24h,20.0,karlmax
2021-12-05,MC221,no,no_24h,24h,7.0,karlmax
2021-12-05,MC221,nox,nox_24h,24h,30.0,karlmax
2021-12-04,MC221,pm10,pm10_24h,24h,20.0,karlmax
2021-12-04,MC221,pm2,pm2_24h,24h,17.0,karlmax
2021-12-04,MC221,no2,no2_24h,24h,25.0,karlmax
2021-12-04,MC221,no,no_24h,24h,11.0,karlmax
2021-12-04,MC221,nox,nox_24h,24h,42.0,karlmax
2021-12-03,MC221,pm10,pm10_24h,24h,15.0,karlmax
2021-12-03,MC221,pm2,pm2_24h,24h,10.0,karlmax
2021-12-03,MC221,no2,no2_24h,24h,25.0,karlmax
2021-12-03,MC221,no,no_24h,24h,11.0,karlmax
2021-12-03,MC221,nox,nox_24h,24h,42.0,karlmax
2021-12-02,MC221,pm10,pm10_24h,24h,10.0,karlmax
2021-12-02,MC221,pm2,pm2_24h,24h,6.0,karlmax
2021-12-02,MC221,no2,no2_24h,24h,26.0,karlmax
2021-12-02,MC221,no,no_24h,24h,13.0,karlmax
2021-12-02,MC221,nox,nox_24h,24h,45.0,karlmax
2021-12-01,MC221,pm10,pm10_24h,24h,10.0,karlmax
2021-12-01,MC221,pm2,pm2_24h,24h,7.0,karlmax
2021-12-01,MC221,no2,no2_24h,24h,23.0,karlmax
2021-12-01,MC221,no,no_24h,24h,11.0,karlmax
2021-12-01,MC221,nox,nox_24h,24h,39.0,karlmax
2022-02-01,MC221,pm10,pm10_24h,24h,15.0,karlmax
2022-02-01,MC221,pm2,pm2_24h,24h,11.0,karlmax
2022-02-01,MC221,no2,no2_24h,24h,20.0,karlmax
2022-02-01,MC221,no,no_24h,24h,9.0,karlmax
2022-02-01,MC221,nox,nox_24h,24h,34.0,karlmax
2022-01-31,MC221,pm10,pm10_24h,24h,30.0,karlmax
2022-01-31,MC221,pm2,pm2_24h,24h,17.0,karlmax
2022-01-31,MC221,no2,no2_24h,24h,29.0,karlmax
2022-01-31,MC221,no,no_24h,24h,10.0,karlmax
2022-01-31,MC221,nox,nox_24h,24h,45.0,karlmax
2022-01-30,MC221,pm10,pm10_24h,24h,18.0,karlmax
2022-01-30,MC221,pm2,pm2_24h,24h,11.0,karlmax
2022-01-30,MC221,no2,no2_24h,24h,10.0,karlmax
2022-01-30,MC221,no,no_24h,24h,4.0,karlmax
2022-01-30,MC221,nox,nox_24h,24h,17.0,karlmax
2022-01-29,MC221,pm10,pm10_24h,24h,15.0,karlmax
2022-01-29,MC221,pm2,pm2_24h,24h,11.0,karlmax
2022-01-29,MC221,no2,no2_24h,24h,14.0,karlmax
2022-01-29,MC221,no,no_24h,24h,6.0,karlmax
2022-01-29,MC221,nox,nox_24h,24h,24.0,karlmax
2022-01-28,MC221,pm10,pm10_24h,24h,18.0,karlmax
2022-01-28,MC221,pm2,pm2_24h,24h,10.0,karlmax
2022-01-28,MC221,no2,no2_24h,24h,21.0,karlmax
2022-01-28,MC221,no,no_24h,24h,10.0,karlmax
2022-01-28,MC221,nox,nox_24h,24h,36.0,karlmax
2022-01-27,MC221,pm10,pm10_24h,24h,18.0,karlmax
2022-01-27,MC221,pm2,pm2_24h,24h,14.0,karlmax
2022-01-27,MC221,no2,no2_24h,24h,18.0,karlmax
2022-01-27,MC221,no,no_24h,24h,9.0,karlmax
2022-01-27,MC221,nox,nox_24h,24h,31.0,karlmax
2022-01-26,MC221,pm10,pm10_24h,24h,21.0,karlmax
2022-01-26,MC221,pm2,pm2_24h,24h,16.0,karlmax
2022-01-26,MC221,no2,no2_24h,24h,23.0,karlmax
2022-01-26,MC221,no,no_24h,24h,13.0,karlmax
2022-01-26,MC221,nox,nox_24h,24h,43.0,karlmax
2022-01-25,MC221,pm10,pm10_24h,24h,20.0,karlmax
2022-01-25,MC221,pm2,pm2_24h,24h,16.0,karlmax
2022-01-25,MC221,no2,no2_24h,24h,29.0,karlmax
2022-01-25,MC221,no,no_24h,24h,17.0,karlmax
2022-01-25,MC221,nox,nox_24h,24h,54.0,karlmax
2022-01-24,MC221,pm10,pm10_24h,24h,16.0,karlmax
2022-01-24,MC221,pm2,pm2_24h,24h,12.0,karlmax
2022-01-24,MC221,no2,no2_24h,24h,32.0,karlmax
2022-01-24,MC221,no,no_24h,24h,15.0,karlmax
2022-01-24,MC221,nox,nox_24h,24h,55.0,karlmax
2022-01-23,MC221,pm10,pm10_24h,24h,12.0,karlmax
2022-01-23,MC221,pm2,pm2_24h,24h,10.0,karlmax
2022-01-23,MC221,no2,no2_24h,24h,24.0,karlmax
2022-01-23,MC221,no,no_24h,24h,7.0,karlmax
2022-01-23,MC221,nox,nox_24h,24h,35.0,karlmax
2022-01-22,MC221,pm10,pm10_24h,24h,19.0,karlmax
2022-01-22,MC221,pm2,pm2_24h,24h,12.0,karlmax
2022-01-22,MC221,no2,no2_24h,24h,32.0,karlmax
2022-01-22,MC221,no,no_24h,24h,14.0,karlmax
2022-01-22,MC221,nox,nox_24h,24h,52.0,karlmax
2022-01-21,MC221,pm10,pm10_24h,24h,12.0,karlmax
2022-01-21,MC221,pm2,pm2_24h,24h,7.0,karlmax
2022-01-21,MC221,no2,no2_24h,24h,30.0,karlmax
2022-01-21,MC221,no,no_24h,24h,16.0,karlmax
2022-01-21,MC221,nox,nox_24h,24h,55.0,karlmax
2022-01-20,MC221,pm10,pm10_24h,24h,14.0,karlmax
2022-01-20,MC221,pm2,pm2_24h,24h,8.0,karlmax
2022-01-20,MC221,no2,no2_24h,24h,22.0,karlmax
2022-01-20,MC221,no,no_24h,24h,10.0,karlmax
2022-01-20,MC221,nox,nox_24h,24h,38.0,karlmax
2022-01-19,MC221,pm10,pm10_24h,24h,22.0,karlmax
2022-01-19,MC221,pm2,pm2_24h,24h,17.0,karlmax
2022-01-19,MC221,no2,no2_24h,24h,20.0,karlmax
2022-01-19,MC221,no,no_24h,24h,10.0,karlmax
2022-01-19,MC221,nox,nox_24h,24h,36.0,karlmax
2022-01-18,MC221,pm10,pm10_24h,24h,18.0,karlmax
2022-01-18,MC221,pm2,pm2_24h,24h,12.0,karlmax
2022-01-18,MC221,no2,no2_24h,24h,39.0,karlmax
2022-01-18,MC221,no,no_24h,24h,19.0,karlmax
2022-01-18,MC221,nox,nox_24h,24h,68.0,karlmax
2022-01-17,MC221,pm10,pm10_24h,24h,15.0,karlmax
2022-01-17,MC221,pm2,pm2_24h,24h,10.0,karlmax
2022-01-17,MC221,no2,no2_24h,24h,23.0,karlmax
2022-01-17,MC221,no,no_24h,24h,10.0,karlmax
2022-01-17,MC221,nox,nox_24h,24h,39.0,karlmax
2022-01-16,MC221,pm10,pm10_24h,24h,28.0,karlmax
2022-01-16,MC221,pm2,pm2_24h,24h,22.0,karlmax
2022-01-16,MC221,no2,no2_24h,24h,20.0,karlmax
2022-01-16,MC221,no,no_24h,24h,10.0,karlmax
2022-01-16,MC221,nox,nox_24h,24h,35.0,karlmax
2022-01-15,MC221,pm10,pm10_24h,24h,27.0,karlmax
2022-01-15,MC221,pm2,pm2_24h,24h,16.0,karlmax
2022-01-15,MC221,no2,no2_24h,24h,32.0,karlmax
2022-01-15,MC221,no,no_24h,24h,16.0,karlmax
2022-01-15,MC221,nox,nox_24h,24h,58.0,karlmax
2022-01-14,MC221,pm10,pm10_24h,24h,24.0,karlmax
2022-01-14,MC221,pm2,pm2_24h,24h,19.0,karlmax
2022-01-14,MC221,no2,no2_24h,24h,26.0,karlmax
2022-01-14,MC221,no,no_24h,24h,12.0,karlmax
2022-01-14,MC221,nox,nox_24h,24h,45.0,karlmax
2022-01-13,MC221,pm10,pm10_24h,24h,24.0,karlmax
2022-01-13,MC221,pm2,pm2_24h,24h,19.0,karlmax
2022-01-13,MC221,no2,no2_24h,24h,24.0,karlmax
2022-01-13,MC221,no,no_24h,24h,16.0,karlmax
2022-01-13,MC221,nox,nox_24h,24h,48.0,karlmax
2022-01-12,MC221,pm10,pm10_24h,24h,29.0,karlmax
2022-01-12,MC221,pm2,pm2_24h,24h,24.0,karlmax
2022-01-12,MC221,no2,no2_24h,24h,31.0,karlmax
2022-01-12,MC221,no,no_24h,24h,26.0,karlmax
2022-01-12,MC221,nox,nox_24h,24h,71.0,karlmax
2022-01-11,MC221,pm10,pm10_24h,24h,41.0,karlmax
2022-01-11,MC221,pm2,pm2_24h,24h,35.0,karlmax
2022-01-11,MC221,no2,no2_24h,24h,30.0,karlmax
2022-01-11,MC221,no,no_24h,24h,17.0,karlmax
2022-01-11,MC221,nox,nox_24h,24h,56.0,karlmax
2022-01-10,MC221,pm10,pm10_24h,24h,37.0,karlmax
2022-01-10,MC221,pm2,pm2_24h,24h,30.0,karlmax
2022-01-10,MC221,no2,no2_24h,24h,31.0,karlmax
2022-01-10,MC221,no,no_24h,24h,15.0,karlmax
2022-01-10,MC221,nox,nox_24h,24h,55.0,karlmax
2022-01-09,MC221,pm10,pm10_24h,24h,15.0,karlmax
2022-01-09,MC221,pm2,pm2_24h,24h,12.0,karlmax
2022-01-09,MC221,no2,no2_24h,24h,24.0,karlmax
2022-01-09,MC221,no,no_24h,24h,9.0,karlmax
2022-01-09,MC221,nox,nox_24h,24h,38.0,karlmax
2022-01-08,MC221,pm10,pm10_24h,24h,21.0,karlmax
2022-01-08,MC221,pm2,pm2_24h,24h,17.0,karlmax
2022-01-08,MC221,no2,no2_24h,24h,29.0,karlmax
2022-01-08,MC221,no,no_24h,24h,15.0,karlmax
2022-01-08,MC221,nox,nox_24h,24h,52.0,karlmax
2022-01-07,MC221,pm10,pm10_24h,24h,18.0,karlmax
2022-01-07,MC221,pm2,pm2_24h,24h,14.0,karlmax
2022-01-07,MC221,no2,no2_24h,24h,30.0,karlmax
2022-01-07,MC221,no,no_24h,24h,15.0,karlmax
2022-01-07,MC221,nox,nox_24h,24h,52.0,karlmax
2022-01-06,MC221,pm10,pm10_24h,24h,15.0,karlmax
2022-01-06,MC221,pm2,pm2_24h,24h,9.0,karlmax
2022-01-06,MC221,no2,no2_24h,24h,34.0,karlmax
2022-01-06,MC221,no,no_24h,24h,27.0,karlmax
2022-01-06,MC221,nox,nox_24h,24h,76.0,karlmax
2022-01-05,MC221,pm10,pm10_24h,24h,11.0,karlmax
2022-01-05,MC221,pm2,pm2_24h,24h,7.0,karlmax
2022-01-05,MC221,no2,no2_24h,24h,19.0,karlmax
2022-01-05,MC221,no,no_24h,24h,9.0,karlmax
2022-01-05,MC221,nox,nox_24h,24h,32.0,karlmax
2022-01-04,MC221,pm10,pm10_24h,24h,11.0,karlmax
2022-01-04,MC221,pm2,pm2_24h,24h,8.0,karlmax
2022-01-04,MC221,no2,no2_24h,24h,32.0,karlmax
2022-01-04,MC221,no,no_24h,24h,15.0,karlmax
2022-01-04,MC221,nox,nox_24h,24h,55.0,karlmax
2022-01-03,MC221,pm10,pm10_24h,24h,12.0,karlmax
2022-01-03,MC221,pm2,pm2_24h,24h,8.0,karlmax
2022-01-03,MC221,no2,no2_24h,24h,18.0,karlmax
2022-01-03,MC221,no,no_24h,24h,8.0,karlmax
2022-01-03,MC221,nox,nox_24h,24h,30.0,karlmax
2022-01-02,MC221,pm10,pm10_24h,24h,14.0,karlmax
2022-01-02,MC221,pm2,pm2_24h,24h,10.0,karlmax
2022-01-02,MC221,no2,no2_24h,24h,16.0,karlmax
2022-01-02,MC221,no,no_24h,24h,6.0,karlmax
2022-01-02,MC221,nox,nox_24h,24h,25.0,karlmax
2022-01-01,MC221,pm10,pm10_24h,24h,26.0,karlmax
2022-01-01,MC221,pm2,pm2_24h,24h,19.0,karlmax
2022-01-01,MC221,no2,no2_24h,24h,18.0,karlmax
2022-01-01,MC221,no,no_24h,24h,7.0,karlmax
2022-01-01,MC221,nox,nox_24h,24h,29.0,karlmax
2022-03-01,MC221,pm10,pm10_24h,24h,30.0,karlmax
2022-03-01,MC221,pm2,pm2_24h,24h,20.0,karlmax
2022-03-01,MC221,no2,no2_24h,24h,46.0,karlmax
2022-03-01,MC221,no,no_24h,24h,18.0,karlmax
2022-03-01,MC221,nox,nox_24h,24h,74.0,karlmax
2022-02-28,MC221,pm10,pm10_24h,24h,24.0,karlmax
2022-02-28,MC221,pm2,pm2_24h,24h,18.0,karlmax
2022-02-28,MC221,no2,no2_24h,24h,28.0,karlmax
2022-02-28,MC221,no,no_24h,24h,8.0,karlmax
2022-02-28,MC221,nox,nox_24h,24h,41.0,karlmax
2022-02-27,MC221,pm10,pm10_24h,24h,25.0,karlmax
2022-02-27,MC221,pm2,pm2_24h,24h,20.0,karlmax
2022-02-27,MC221,no2,no2_24h,24h,21.0,karlmax
2022-02-27,MC221,no,no_24h,24h,4.0,karlmax
2022-02-27,MC221,nox,nox_24h,24h,28.0,karlmax
2022-02-26,MC221,pm10,pm10_24h,24h,17.0,karlmax
2022-02-26,MC221,pm2,pm2_24h,24h,12.0,karlmax
2022-02-26,MC221,no2,no2_24h,24h,24.0,karlmax
2022-02-26,MC221,no,no_24h,24h,5.0,karlmax
2022-02-26,MC221,nox,nox_24h,24h,32.0,karlmax
2022-02-25,MC221,pm10,pm10_24h,24h,12.0,karlmax
2022-02-25,MC221,pm2,pm2_24h,24h,8.0,karlmax
2022-02-25,MC221,no2,no2_24h,24h,20.0,karlmax
2022-02-25,MC221,no,no_24h,24h,10.0,karlmax
2022-02-25,MC221,nox,nox_24h,24h,35.0,karlmax
2022-02-24,MC221,pm10,pm10_24h,24h,18.0,karlmax
2022-02-24,MC221,pm2,pm2_24h,24h,10.0,karlmax
2022-02-24,MC221,no2,no2_24h,24h,31.0,karlmax
2022-02-24,MC221,no,no_24h,24h,14.0,karlmax
2022-02-24,MC221,nox,nox_24h,24h,53.0,karlmax
2022-02-23,MC221,pm10,pm10_24h,24h,18.0,karlmax
2022-02-23,MC221,pm2,pm2_24h,24h,10.0,karlmax
2022-02-23,MC221,no2,no2_24h,24h,29.0,karlmax
2022-02-23,MC221,no,no_24h,24h,14.0,karlmax
2022-02-23,MC221,nox,nox_24h,24h,49.0,karlmax
2022-02-22,MC221,pm10,pm10_24h,24h,15.0,karlmax
2022-02-22,MC221,pm2,pm2_24h,24h,9.0,karlmax
2022-02-22,MC221,no2,no2_24h,24h,21.0,karlmax
2022-02-22,MC221,no,no_24h,24h,10.0,karlmax
2022-02-22,MC221,nox,nox_24h,24h,37.0,karlmax
2022-02-21,MC221,pm10,pm10_24h,24h,9.0,karlmax
2022-02-21,MC221,pm2,pm2_24h,24h,6.0,karlmax
2022-02-21,MC221,no2,no2_24h,24h,17.0,karlmax
2022-02-21,MC221,no,no_24h,24h,8.0,karlmax
2022-02-21,MC221,nox,nox_24h,24h,30.0,karlmax
2022-02-20,MC221,pm10,pm10_24h,24h,8.0,karlmax
2022-02-20,MC221,pm2,pm2_24h,24h,6.0,karlmax
2022-02-20,MC221,no2,no2_24h,24h,13.0,karlmax
